"","record","gender","age","age_category","state","use_smartphone","use_tablet","use_computer","use_smarttv","use_console","use_other","phonetype","q1","q3","q5","q6","q8","q13","q14","q15","q16","q17","q18","dstraightliner","selfrated_usage","qusage2_iosc1","qusage2_iosc2","noanswerqusage2_ios_r99","qusage2_andr1c1","qusage2_andr1c2","qusage2_andr2c1","qusage2_andr2c2","qusage2_andr3c1","qusage2_andr3c2","qusage2_andr4c1","qusage2_andr4c2","qusage2_andr5c1","qusage2_andr5c2","qusage2_andr6c1","qusage2_andr6c2","qusage2_andr7c1","qusage2_andr7c2","noanswerqusage2_and_r99","unique_psu_responses","problematic_only1uniquepsu","usage_minutes","qusage2_andr_day1","qusage2_andr_day2","qusage2_andr_day3","qusage2_andr_day4","qusage2_andr_day5","qusage2_andr_day6","qusage2_andr_day7","androidusage_minutes","usage_hours","isfemale","malefemale","usage_loghours","iphone_user","device_count","q1_agree","q3_agree","q5_agree","q6_agree","q8_agree","q13_agree","q14_agree","q15_agree","q16_agree","q17_agree","q18_agree","selfrated_usage_rawnumeric","selfrated_usage_numeric","selfrated_min","selfrated_max","selfrated_usage_accuracy","problematic_morethan16hours","problematic_inconsistentselfwithgt8","problematic_morethan12hours","android_day_unique","probelmatic_android_repeat","problematic_missingusage","problematic_missingselfratedusage","has_missingdata","has_validity_issue","retain","probsmart","techconcern"
"1524",2294,"Male",62,"55-64","NSW",1,0,1,0,0,0,"android",3,3,3,3,2,2,2,5,5,5,5,"No","2 to 3 hours",NA,NA,NA,0,56,2,30,3,0,2,45,2,51,2,54,0,58,0,3,FALSE,136.285714285714,56,150,180,165,171,174,58,136.285714285714,2.27142857142857,FALSE,"Male",1.18522676150488,FALSE,2,0,0,0,0,0,0,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,5
"1525",2293,"Male",39,"35-44","QLD",1,0,0,0,0,0,"android",3,3,3,2,2,3,2,3,4,4,5,"No","More than 4 hours",NA,NA,NA,5,0,5,10,6,40,5,50,7,50,7,50,5,25,0,4,FALSE,375,300,310,400,350,470,470,325,375,6.25,FALSE,"Male",1.98100146886658,FALSE,1,0,0,0,0,0,0,0,0,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,4
"1526",2297,"Male",58,"55-64","QLD",1,0,1,1,0,0,"android",1,2,2,2,2,2,2,2,5,2,4,"No","1 to 2 hours",NA,NA,NA,1,20,1,1,1,5,0,45,0,43,0,10,1,11,0,4,FALSE,53.5714285714286,80,61,65,45,43,10,71,53.5714285714286,0.892857142857143,FALSE,"Male",0.638087403376918,FALSE,3,0,0,0,0,0,0,0,0,1,0,1,2,90,1,2,"overestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.85714285714286,3.25
"1527",2288,"Female",66,"65-120","SA",1,0,1,1,0,0,"android",1,2,2,2,1,1,1,4,5,3,4,"No","Less than 1 hour",NA,NA,NA,0,1,0,3,0,2,0,51,1,5,0,29,0,3,0,5,FALSE,22,1,3,2,51,65,29,3,22,0.366666666666667,TRUE,"Female",0.312374685042152,FALSE,3,0,0,0,0,0,0,0,1,1,0,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.42857142857143,4
"1529",2300,"Male",65,"65-120","WA",1,0,1,0,0,0,"android",2,4,2,2,2,2,3,3,3,3,3,"No","Less than 1 hour",NA,NA,NA,0,12,0,10,0,10,0,10,0,25,0,20,0,19,0,4,FALSE,15.1428571428571,12,10,10,10,25,20,19,15.1428571428571,0.252380952380952,FALSE,"Male",0.225046501460296,FALSE,2,0,1,0,0,0,0,0,0,0,0,0,1,30,0,1,"accurate",FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,3
"1530",2301,"Male",34,"25-34","NSW",1,1,1,1,1,0,"iphone",4,5,5,4,5,5,5,5,4,4,4,"No","More than 4 hours",4,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,277,NA,NA,NA,NA,NA,NA,NA,NA,4.61666666666667,FALSE,"Male",1.72573836813026,TRUE,5,1,1,1,1,1,1,1,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.71428571428571,4.25
"1531",2303,"Female",23,"18-24","NSW",1,0,1,0,0,0,"iphone",5,5,5,5,5,5,5,4,4,4,4,"No","More than 4 hours",2,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,161,NA,NA,NA,NA,NA,NA,NA,NA,2.68333333333333,TRUE,"Female",1.30381813929565,TRUE,2,1,1,1,1,1,1,1,1,1,1,1,5,357,4,24,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,4
"1534",2305,"Female",35,"35-44","NSW",1,0,0,0,0,0,"android",3,4,4,2,2,5,2,3,3,4,4,"No","3 to 4 hours",NA,NA,NA,3,46,4,10,5,47,3,40,2,30,6,9,5,57,0,4,FALSE,274.142857142857,226,250,347,220,150,369,357,274.142857142857,4.56904761904762,TRUE,"Female",1.71722405530677,FALSE,1,0,1,1,0,0,1,0,0,0,1,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,3.5
"1536",2304,"Female",39,"35-44","ACT",1,1,1,0,0,0,"iphone",5,5,4,5,3,1,2,5,5,5,5,"No","More than 4 hours",4,55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,295,NA,NA,NA,NA,NA,NA,NA,NA,4.91666666666667,TRUE,"Female",1.77777322725332,TRUE,3,1,1,1,1,0,0,0,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.57142857142857,5
"1537",2310,"Female",23,"18-24","VIC",1,0,1,1,0,0,"iphone",4,3,3,3,4,4,4,4,4,4,4,"No","More than 4 hours",4,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,282,NA,NA,NA,NA,NA,NA,NA,NA,4.7,TRUE,"Female",1.7404661748405,TRUE,3,1,0,0,0,1,1,1,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.57142857142857,4
"1538",2307,"Female",70,"65-120","NSW",1,0,0,0,0,0,"android",5,1,1,1,1,1,3,5,5,5,5,"No","More than 4 hours",NA,NA,NA,5,21,5,10,4,10,5,13,6,5,6,5,5,5,0,3,FALSE,318.428571428571,321,310,250,313,365,365,305,318.428571428571,5.30714285714286,TRUE,"Female",1.84168277799466,FALSE,1,1,0,0,0,0,0,0,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.85714285714286,5
"1541",2315,"Male",30,"25-34","VIC",1,1,1,1,1,0,"android",3,3,4,2,2,3,4,3,4,4,5,"No","2 to 3 hours",NA,NA,NA,2,45,2,37,2,29,2,49,2,56,3,9,2,37,0,4,FALSE,166,165,157,149,169,176,189,157,166,2.76666666666667,FALSE,"Male",1.32619043705019,FALSE,5,0,0,1,0,0,0,1,0,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4
"1545",2322,"Female",53,"45-54","QLD",1,0,1,0,0,0,"android",3,2,2,2,2,1,1,5,4,4,4,"No","1 to 2 hours",NA,NA,NA,1,15,1,2,2,32,0,35,0,55,1,22,2,14,0,5,FALSE,85,75,62,152,35,55,82,134,85,1.41666666666667,TRUE,"Female",0.882389180198474,FALSE,2,0,0,0,0,0,0,0,1,1,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.85714285714286,4.25
"1549",2329,"Male",77,"65-120","NT",1,1,1,0,0,0,"iphone",3,2,1,1,2,2,1,4,4,5,5,"No","Less than 1 hour",0,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,40,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,FALSE,"Male",0.510825623765991,TRUE,3,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.71428571428571,4.5
"1551",2330,"Male",45,"45-54","VIC",1,0,1,1,0,0,"android",2,2,1,2,1,2,2,5,4,4,4,"No","Less than 1 hour",NA,NA,NA,0,32,0,35,0,38,0,22,0,27,0,29,0,39,0,4,FALSE,31.7142857142857,32,35,38,22,27,29,39,31.7142857142857,0.528571428571429,FALSE,"Male",0.424333592412547,FALSE,3,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.71428571428571,4.25
"1554",2334,"Female",28,"25-34","VIC",1,0,1,1,1,0,"iphone",4,3,3,4,2,2,2,3,3,3,4,"No","3 to 4 hours",4,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,299,NA,NA,NA,NA,NA,NA,NA,NA,4.98333333333333,TRUE,"Female",1.78897782626618,TRUE,4,1,0,0,1,0,0,0,0,0,0,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,3.25
"1555",2339,"Female",20,"18-24","VIC",1,0,1,0,0,0,"iphone",2,2,3,4,2,2,2,4,4,4,4,"No","3 to 4 hours",2,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,159,NA,NA,NA,NA,NA,NA,NA,NA,2.65,TRUE,"Female",1.2947271675944,TRUE,2,0,0,0,1,0,0,0,1,1,1,1,4,210,3,4,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,4
"1556",2338,"Male",24,"18-24","QLD",1,1,1,0,1,0,"android",3,2,3,2,2,1,2,5,5,3,3,"No","1 to 2 hours",NA,NA,NA,1,20,1,35,1,11,1,45,1,5,1,15,1,20,0,5,FALSE,81.5714285714286,80,95,71,105,65,75,80,81.5714285714286,1.35952380952381,FALSE,"Male",0.858459823052574,FALSE,4,0,0,0,0,0,0,0,1,1,0,0,2,90,1,2,"accurate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,4
"1557",2340,"Male",23,"18-24","QLD",1,0,1,0,0,0,"android",2,2,4,2,1,2,2,4,3,3,4,"No","1 to 2 hours",NA,NA,NA,1,14,0,43,0,51,0,45,1,5,0,46,1,12,0,4,FALSE,56.5714285714286,74,43,51,45,65,46,72,56.5714285714286,0.942857142857143,FALSE,"Male",0.664159643686693,FALSE,2,0,0,1,0,0,0,0,1,0,0,1,2,90,1,2,"overestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,3.5
"1558",2342,"Male",45,"45-54","NSW",1,1,1,1,0,0,"iphone",2,2,2,3,1,1,1,1,4,2,3,"No","Less than 1 hour",0,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,35,NA,NA,NA,NA,NA,NA,NA,NA,0.583333333333333,FALSE,"Male",0.45953232937844,TRUE,4,0,0,0,0,0,0,0,0,1,0,0,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.71428571428571,2.5
"1559",2346,"Female",32,"25-34","VIC",1,0,1,0,0,0,"iphone",5,5,5,5,5,2,5,5,4,5,5,"No","More than 4 hours",5,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,323,NA,NA,NA,NA,NA,NA,NA,NA,5.38333333333333,TRUE,"Female",1.85369042695855,TRUE,2,1,1,1,1,1,0,1,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.57142857142857,4.75
"1560",2336,"Male",77,"65-120","SA",1,0,1,1,0,0,"android",1,1,1,1,1,1,1,5,4,3,3,"No","Less than 1 hour",NA,NA,NA,0,12,0,35,0,17,0,2,0,7,0,18,0,6,0,5,FALSE,13.8571428571429,12,35,17,2,7,18,6,13.8571428571429,0.230952380952381,FALSE,"Male",0.207788163231015,FALSE,3,0,0,0,0,0,0,0,1,1,0,0,1,30,0,1,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3.75
"1561",2341,"Male",35,"35-44","VIC",1,1,1,1,1,0,"iphone",4,3,3,3,4,4,4,4,4,4,4,"No","1 to 2 hours",2,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,150,NA,NA,NA,NA,NA,NA,NA,NA,2.5,FALSE,"Male",1.25276296849537,TRUE,5,1,0,0,0,1,1,1,1,1,1,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.57142857142857,4
"1563",2345,"Female",57,"55-64","NSW",1,0,1,0,0,0,"iphone",1,1,1,4,1,1,1,5,5,5,5,"No","1 to 2 hours",2,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,153,NA,NA,NA,NA,NA,NA,NA,NA,2.55,TRUE,"Female",1.26694760348732,TRUE,2,0,0,0,1,0,0,0,1,1,1,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.42857142857143,5
"1564",2347,"Male",32,"25-34","VIC",1,1,1,0,0,0,"android",2,2,2,2,1,1,2,3,3,4,3,"No","1 to 2 hours",NA,NA,NA,4,1,2,32,4,18,4,17,3,1,2,52,3,45,0,4,FALSE,212.285714285714,241,152,258,257,181,172,225,212.285714285714,3.53809523809524,FALSE,"Male",1.51250737293673,FALSE,3,0,0,0,0,0,0,0,0,0,1,0,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.71428571428571,3.25
"1565",2348,"Male",65,"65-120","NSW",1,0,1,0,0,0,"android",2,1,2,3,2,2,1,4,5,4,4,"No","Less than 1 hour",NA,NA,NA,0,15,2,12,1,30,0,45,3,10,1,29,1,12,0,5,FALSE,90.4285714285714,15,132,90,45,190,89,72,90.4285714285714,1.50714285714286,FALSE,"Male",0.919143800856562,FALSE,2,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.85714285714286,4.25
"1566",2352,"Male",62,"55-64","NSW",1,0,1,0,0,0,"android",2,4,3,2,3,2,2,2,2,3,4,"No","1 to 2 hours",NA,NA,NA,2,0,1,30,1,50,2,10,1,20,3,20,3,10,0,3,FALSE,131.428571428571,120,90,110,130,80,200,190,131.428571428571,2.19047619047619,FALSE,"Male",1.16017018166754,FALSE,2,0,1,0,0,0,0,0,0,0,0,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,2.75
"1568",2353,"Female",38,"35-44","NSW",1,0,1,0,0,0,"android",4,2,4,2,3,2,4,4,5,5,4,"No","3 to 4 hours",NA,NA,NA,5,22,5,32,9,41,5,15,9,33,10,0,5,1,0,4,FALSE,432,322,332,581,315,573,600,301,432,7.2,TRUE,"Female",2.10413415427021,FALSE,2,1,0,1,0,0,0,1,1,1,1,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4.5
"1569",2354,"Female",27,"25-34","NSW",1,0,0,0,0,0,"android",3,2,2,2,2,2,2,2,4,2,3,"No","1 to 2 hours",NA,NA,NA,1,20,2,35,0,35,1,0,2,0,1,24,2,12,0,3,FALSE,95.1428571428571,80,155,35,60,120,84,132,95.1428571428571,1.58571428571429,TRUE,"Female",0.950001789216467,FALSE,1,0,0,0,0,0,0,0,0,1,0,0,2,90,1,2,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,2.75
"1571",2359,"Female",19,"18-24","NSW",1,0,1,0,0,0,"iphone",4,4,4,4,4,5,4,5,4,4,4,"No","More than 4 hours",6,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,407,NA,NA,NA,NA,NA,NA,NA,NA,6.78333333333333,TRUE,"Female",2.0519846954468,TRUE,2,1,1,1,1,1,1,1,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.14285714285714,4.25
"1572",2356,"Female",48,"45-54","VIC",1,0,1,0,0,0,"android",2,2,2,2,2,1,2,5,5,5,5,"No","Less than 1 hour",NA,NA,NA,1,49,3,58,1,37,2,45,2,5,4,30,0,58,0,4,FALSE,151.714285714286,109,238,97,165,125,270,58,151.714285714286,2.52857142857143,TRUE,"Female",1.26089309457862,FALSE,2,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.85714285714286,5
"1573",2362,"Male",21,"18-24","NSW",1,1,1,0,1,0,"iphone",5,4,5,4,3,4,3,5,3,4,3,"No","More than 4 hours",6,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,409,NA,NA,NA,NA,NA,NA,NA,NA,6.81666666666667,FALSE,"Male",2.05625820622418,TRUE,4,1,1,1,1,0,1,0,1,0,1,0,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3.75
"1577",2361,"Female",48,"45-54","NSW",1,0,1,0,0,0,"android",2,2,2,2,1,1,1,5,5,3,3,"No","1 to 2 hours",NA,NA,NA,2,16,1,1,2,48,3,42,1,1,4,31,1,1,0,4,FALSE,140,136,61,168,222,61,271,61,140,2.33333333333333,TRUE,"Female",1.20397280432594,FALSE,2,0,0,0,0,0,0,0,1,1,0,0,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.57142857142857,4
"1578",2366,"Male",58,"55-64","ACT",1,0,1,0,0,0,"iphone",2,4,2,2,2,2,2,2,2,2,1,"No","More than 4 hours",3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,183,NA,NA,NA,NA,NA,NA,NA,NA,3.05,FALSE,"Male",1.39871688111845,TRUE,2,0,1,0,0,0,0,0,0,0,0,0,5,357,4,24,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.28571428571429,1.75
"1579",2367,"Male",35,"35-44","QLD",1,0,1,0,0,0,"iphone",4,2,2,1,2,1,4,5,5,3,5,"No","More than 4 hours",3,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,237,NA,NA,NA,NA,NA,NA,NA,NA,3.95,FALSE,"Male",1.5993875765806,TRUE,2,1,0,0,0,0,0,1,1,1,0,1,5,357,4,24,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.28571428571429,4.5
"1580",2375,"Female",20,"18-24","WA",1,1,1,1,1,0,"iphone",5,5,5,5,4,5,3,5,5,5,4,"No","More than 4 hours",6,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,372,NA,NA,NA,NA,NA,NA,NA,NA,6.2,TRUE,"Female",1.97408102602201,TRUE,5,1,1,1,1,1,1,0,1,1,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.57142857142857,4.75
"1582",2374,"Male",62,"55-64","VIC",1,1,1,0,0,0,"iphone",2,2,2,2,2,2,2,3,4,4,4,"No","Less than 1 hour",0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,25,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667,FALSE,"Male",0.348306694268216,TRUE,3,0,0,0,0,0,0,0,0,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3.75
"1583",2369,"Female",56,"55-64","QLD",1,1,1,1,0,0,"iphone",1,1,1,1,1,1,1,5,5,5,5,"No","Less than 1 hour",0,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,0.75,TRUE,"Female",0.559615787935423,TRUE,4,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,5
"1584",2373,"Male",37,"35-44","QLD",1,1,1,1,1,0,"iphone",3,4,3,4,3,3,2,2,3,3,3,"No","1 to 2 hours",2,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,142,NA,NA,NA,NA,NA,NA,NA,NA,2.36666666666667,FALSE,"Male",1.2139231351791,TRUE,5,0,1,0,1,0,0,0,0,0,0,0,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,2.75
"1585",2368,"Male",58,"55-64","VIC",1,0,1,0,0,0,"android",5,4,4,4,4,4,3,4,4,5,5,"No","2 to 3 hours",NA,NA,NA,4,30,4,0,4,30,3,30,4,0,6,30,3,30,0,3,FALSE,261.428571428571,270,240,270,210,240,390,210,261.428571428571,4.35714285714286,FALSE,"Male",1.67843078392105,FALSE,2,1,1,1,1,1,1,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4.5
"1586",2376,"Male",31,"25-34","NSW",1,0,0,0,0,0,"android",5,2,5,5,3,4,3,3,5,3,3,"No","More than 4 hours",NA,NA,NA,7,50,6,20,4,50,6,30,8,45,7,55,7,46,0,4,FALSE,428,470,380,290,390,525,475,466,428,7.13333333333333,FALSE,"Male",2.09597084363105,FALSE,1,1,0,1,1,0,1,0,0,1,0,0,5,357,4,24,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.85714285714286,3.5
"1588",2379,"Female",66,"65-120","VIC",1,0,1,0,0,0,"iphone",2,1,1,1,1,1,1,5,4,4,4,"No","Less than 1 hour",0,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,22,NA,NA,NA,NA,NA,NA,NA,NA,0.366666666666667,TRUE,"Female",0.312374685042152,TRUE,2,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.14285714285714,4.25
"1589",2381,"Female",53,"45-54","NSW",1,1,1,1,0,0,"iphone",4,3,4,5,3,2,2,3,3,3,5,"No","3 to 4 hours",5,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,312,NA,NA,NA,NA,NA,NA,NA,NA,5.2,TRUE,"Female",1.82454929205105,TRUE,4,1,0,1,1,0,0,0,0,0,0,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.28571428571429,3.5
"1590",2382,"Male",31,"25-34","WA",1,0,0,0,0,0,"android",5,3,3,2,3,4,4,5,2,4,5,"No","2 to 3 hours",NA,NA,NA,2,30,3,0,2,0,4,0,1,30,3,0,2,0,0,4,FALSE,154.285714285714,150,180,120,240,90,180,120,154.285714285714,2.57142857142857,FALSE,"Male",1.27296567581289,FALSE,1,1,0,0,0,0,1,1,1,0,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.42857142857143,4
"1591",2389,"Male",29,"25-34","VIC",1,1,1,1,1,0,"android",5,3,3,3,5,5,3,3,5,5,5,"No","3 to 4 hours",NA,NA,NA,4,2,4,10,3,50,4,5,3,30,3,0,4,15,0,3,FALSE,230.285714285714,242,250,230,245,210,180,255,230.285714285714,3.83809523809524,FALSE,"Male",1.57652109742096,FALSE,5,1,0,0,0,1,1,0,0,1,1,1,4,210,3,4,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.85714285714286,4.5
"1592",2388,"Female",35,"35-44","SA",1,1,1,1,0,0,"android",2,4,2,2,2,1,4,4,4,4,4,"No","1 to 2 hours",NA,NA,NA,1,10,0,45,1,20,1,40,0,50,2,10,2,20,0,4,FALSE,87.8571428571429,70,45,80,100,50,130,140,87.8571428571429,1.46428571428571,TRUE,"Female",0.901901994422056,FALSE,4,0,1,0,0,0,0,1,1,1,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,4
"1595",2392,"Male",34,"25-34","NSW",1,0,1,0,1,0,"iphone",4,4,5,4,5,4,2,4,5,4,5,"No","1 to 2 hours",2,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,159,NA,NA,NA,NA,NA,NA,NA,NA,2.65,FALSE,"Male",1.2947271675944,TRUE,3,1,1,1,1,1,1,0,1,1,1,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4.5
"1597",2398,"Female",39,"35-44","NSW",1,0,1,0,0,0,"iphone",4,3,4,2,3,2,4,5,5,4,4,"No","2 to 3 hours",3,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,205,NA,NA,NA,NA,NA,NA,NA,NA,3.41666666666667,TRUE,"Female",1.48538526376412,TRUE,2,1,0,1,0,0,0,1,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,4.5
