"","record","gender","age","age_category","state","use_smartphone","use_tablet","use_computer","use_smarttv","use_console","use_other","phonetype","q1","q3","q5","q6","q8","q13","q14","q15","q16","q17","q18","dstraightliner","selfrated_usage","qusage2_iosc1","qusage2_iosc2","noanswerqusage2_ios_r99","qusage2_andr1c1","qusage2_andr1c2","qusage2_andr2c1","qusage2_andr2c2","qusage2_andr3c1","qusage2_andr3c2","qusage2_andr4c1","qusage2_andr4c2","qusage2_andr5c1","qusage2_andr5c2","qusage2_andr6c1","qusage2_andr6c2","qusage2_andr7c1","qusage2_andr7c2","noanswerqusage2_and_r99","unique_psu_responses","problematic_only1uniquepsu","usage_minutes","qusage2_andr_day1","qusage2_andr_day2","qusage2_andr_day3","qusage2_andr_day4","qusage2_andr_day5","qusage2_andr_day6","qusage2_andr_day7","androidusage_minutes","usage_hours","isfemale","malefemale","usage_loghours","iphone_user","device_count","q1_agree","q3_agree","q5_agree","q6_agree","q8_agree","q13_agree","q14_agree","q15_agree","q16_agree","q17_agree","q18_agree","selfrated_usage_rawnumeric","selfrated_usage_numeric","selfrated_min","selfrated_max","selfrated_usage_accuracy","problematic_morethan16hours","problematic_inconsistentselfwithgt8","problematic_morethan12hours","android_day_unique","probelmatic_android_repeat","problematic_missingusage","problematic_missingselfratedusage","has_missingdata","has_validity_issue","retain","probsmart","techconcern"
"1454",2181,"Male",42,"35-44","VIC",1,1,1,1,1,0,"iphone",5,4,4,4,4,4,5,4,4,4,4,"No","3 to 4 hours",7,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,465,NA,NA,NA,NA,NA,NA,NA,NA,7.75,FALSE,"Male",2.16905370036952,TRUE,5,1,1,1,1,1,1,1,1,1,1,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.28571428571429,4
"1455",2184,"Male",67,"65-120","QLD",1,0,1,0,0,0,"android",3,3,4,2,3,2,2,4,4,4,5,"No","1 to 2 hours",NA,NA,NA,3,45,4,20,2,15,1,45,4,10,2,25,3,10,0,4,FALSE,187.142857142857,225,260,135,105,250,145,190,187.142857142857,3.11904761904762,FALSE,"Male",1.41562197621441,FALSE,2,0,0,1,0,0,0,0,1,1,1,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.71428571428571,4.25
"1457",2187,"Male",43,"35-44","NSW",1,0,1,1,0,0,"iphone",3,2,5,5,2,1,4,5,4,5,5,"No","1 to 2 hours",2,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,150,NA,NA,NA,NA,NA,NA,NA,NA,2.5,FALSE,"Male",1.25276296849537,TRUE,3,0,0,1,1,0,0,1,1,1,1,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,4.75
"1458",2192,"Female",44,"35-44","QLD",1,1,1,1,0,0,"iphone",3,3,4,2,2,2,2,3,3,4,5,"No","Less than 1 hour",2,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,165,NA,NA,NA,NA,NA,NA,NA,NA,2.75,TRUE,"Female",1.32175583998232,TRUE,4,0,0,1,0,0,0,0,0,0,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,3.75
"1461",2189,"Male",72,"65-120","SA",1,0,1,1,0,0,"android",1,2,1,2,2,1,2,5,5,5,5,"No","Less than 1 hour",NA,NA,NA,0,3,0,1,0,1,0,2,0,1,0,4,0,3,0,5,FALSE,2.14285714285714,3,1,1,2,1,4,3,2.14285714285714,0.0357142857142857,FALSE,"Male",0.0350913198112702,FALSE,3,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.57142857142857,5
"1462",2197,"Female",49,"45-54","NSW",1,1,1,1,0,0,"iphone",2,5,2,4,2,2,2,3,3,4,3,"No","Less than 1 hour",0,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,17,NA,NA,NA,NA,NA,NA,NA,NA,0.283333333333333,TRUE,"Female",0.249460859631583,TRUE,4,0,1,0,1,0,0,0,0,0,1,0,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.71428571428571,3.25
"1463",2198,"Female",27,"25-34","VIC",1,0,1,1,0,0,"android",4,4,4,4,4,3,4,4,4,3,3,"No","3 to 4 hours",NA,NA,NA,1,20,2,15,1,42,0,11,3,25,1,2,1,58,0,2,FALSE,101.857142857143,80,135,102,11,205,62,118,101.857142857143,1.69761904761905,TRUE,"Female",0.992369549750592,FALSE,3,1,1,1,1,1,0,1,1,1,0,0,4,210,3,4,"overestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.85714285714286,3.5
"1464",2199,"Male",57,"55-64","VIC",1,1,1,1,1,0,"android",2,2,1,3,2,1,5,5,5,5,5,"No","1 to 2 hours",NA,NA,NA,1,21,1,47,1,24,0,32,1,41,1,10,1,28,0,4,FALSE,80.4285714285714,81,107,84,32,101,70,88,80.4285714285714,1.34047619047619,FALSE,"Male",0.850354408869753,FALSE,5,0,0,0,0,0,0,1,1,1,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.28571428571429,5
"1466",2201,"Female",22,"18-24","NSW",1,1,1,1,1,0,"iphone",4,4,4,3,4,4,4,3,3,4,3,"No","3 to 4 hours",5,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,340,NA,NA,NA,NA,NA,NA,NA,NA,5.66666666666667,TRUE,"Female",1.89711998488588,TRUE,5,1,1,1,0,1,1,1,0,0,1,0,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.85714285714286,3.25
"1467",2202,"Male",38,"35-44","WA",1,0,1,1,1,0,"android",4,4,4,4,3,3,2,4,4,4,2,"No","1 to 2 hours",NA,NA,NA,11,8,6,0,4,51,10,7,8,58,7,13,2,11,0,4,FALSE,432.571428571429,668,360,291,607,538,433,131,432.571428571429,7.20952380952381,FALSE,"Male",2.10529492050617,FALSE,4,1,1,1,1,0,0,0,1,1,1,0,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.42857142857143,3.5
"1470",2206,"Male",48,"45-54","NSW",1,1,1,1,0,0,"iphone",2,3,5,3,2,2,2,3,3,3,3,"No","3 to 4 hours",3,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,228,NA,NA,NA,NA,NA,NA,NA,NA,3.8,FALSE,"Male",1.56861591791385,TRUE,4,0,0,1,0,0,0,0,0,0,0,0,4,210,3,4,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.71428571428571,3
"1471",2208,"Male",50,"45-54","QLD",1,1,1,0,0,0,"iphone",2,2,2,2,1,1,2,4,5,4,4,"No","Less than 1 hour",0,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,52,NA,NA,NA,NA,NA,NA,NA,NA,0.866666666666667,FALSE,"Male",0.624154309072994,TRUE,3,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.71428571428571,4.25
"1472",2212,"Female",72,"65-120","NSW",1,0,1,1,0,0,"android",3,3,2,5,4,2,4,4,4,4,4,"No","Less than 1 hour",NA,NA,NA,1,10,1,20,1,25,1,26,1,30,1,35,1,40,0,4,FALSE,86.5714285714286,70,80,85,86,90,95,100,86.5714285714286,1.44285714285714,TRUE,"Female",0.893168314453301,FALSE,3,0,0,0,1,1,0,1,1,1,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.28571428571429,4
"1473",2220,"Female",24,"18-24","WA",1,1,1,0,0,0,"android",3,2,3,4,2,3,5,5,5,5,4,"No","3 to 4 hours",NA,NA,NA,3,25,2,30,3,12,4,19,4,3,3,54,4,15,0,4,FALSE,219.714285714286,205,150,192,259,243,234,255,219.714285714286,3.66190476190476,TRUE,"Female",1.53942411181304,FALSE,3,0,0,0,1,0,0,1,1,1,1,1,4,210,3,4,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,4.75
"1474",2218,"Male",64,"55-64","SA",1,1,1,0,0,0,"iphone",2,1,1,1,1,1,1,4,4,4,4,"No","Less than 1 hour",0,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,37,NA,NA,NA,NA,NA,NA,NA,NA,0.616666666666667,FALSE,"Male",0.480366416281282,TRUE,3,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.14285714285714,4
"1477",2219,"Female",70,"65-120","WA",1,0,1,0,0,0,"android",2,2,1,4,1,1,1,5,5,5,5,"No","Less than 1 hour",NA,NA,NA,1,1,1,1,1,1,1,2,1,3,2,1,1,3,0,5,FALSE,70.2857142857143,61,61,61,62,63,121,63,70.2857142857143,1.17142857142857,TRUE,"Female",0.775385278796918,FALSE,2,0,0,0,1,0,0,0,1,1,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.71428571428571,5
"1479",2226,"Female",63,"55-64","QLD",1,1,1,0,0,0,"iphone",1,1,1,2,1,1,1,5,5,5,4,"No","Less than 1 hour",1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,80,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,TRUE,"Female",0.847297860387203,TRUE,3,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.14285714285714,4.75
"1480",2227,"Female",22,"18-24","TAS",1,1,0,0,0,0,"iphone",4,3,4,2,2,2,2,3,3,2,4,"No","2 to 3 hours",1,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,76,NA,NA,NA,NA,NA,NA,NA,NA,1.26666666666667,TRUE,"Female",0.818310323513951,TRUE,2,1,0,1,0,0,0,0,0,0,0,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.71428571428571,3
"1481",2222,"Male",43,"35-44","NSW",1,0,1,0,0,0,"android",2,2,2,2,2,1,4,3,5,4,4,"No","1 to 2 hours",NA,NA,NA,3,17,2,38,2,51,4,11,4,31,2,31,1,55,0,5,FALSE,187.714285714286,197,158,171,251,271,151,115,187.714285714286,3.12857142857143,FALSE,"Male",1.41793144606307,FALSE,2,0,0,0,0,0,0,1,0,1,1,1,2,90,1,2,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,4
"1482",2229,"Male",36,"35-44","VIC",1,1,1,1,1,0,"iphone",2,3,3,5,4,2,3,3,1,3,3,"No","3 to 4 hours",0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,20,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,FALSE,"Male",0.287682072451781,TRUE,5,0,0,0,1,1,0,0,0,0,0,0,4,210,3,4,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,2.5
"1483",2231,"Male",24,"18-24","QLD",1,0,1,1,0,0,"android",4,3,3,3,3,2,2,2,3,3,4,"No","2 to 3 hours",NA,NA,NA,1,30,2,40,3,0,1,36,2,40,1,54,1,46,0,3,FALSE,129.428571428571,90,160,180,96,160,114,106,129.428571428571,2.15714285714286,FALSE,"Male",1.14966745946839,FALSE,3,1,0,0,0,0,0,0,0,0,0,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,3
"1486",2236,"Male",34,"25-34","WA",1,0,0,1,0,0,"iphone",4,3,4,4,5,4,5,3,4,2,5,"No","2 to 3 hours",1,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,78,NA,NA,NA,NA,NA,NA,NA,NA,1.3,FALSE,"Male",0.832909122935104,TRUE,2,1,0,1,1,1,1,1,0,1,0,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.14285714285714,3.5
"1487",2237,"Male",26,"25-34","VIC",1,1,1,0,0,0,"iphone",4,3,4,3,3,2,2,4,3,2,4,"No","More than 4 hours",8,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,493,NA,NA,NA,NA,NA,NA,NA,NA,8.21666666666667,FALSE,"Male",2.22101343930023,TRUE,3,1,0,1,0,0,0,0,1,0,0,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3.25
"1491",2243,"Female",47,"45-54","VIC",1,1,1,1,1,0,"iphone",4,2,2,2,2,3,2,3,3,3,3,"No","2 to 3 hours",1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,75,NA,NA,NA,NA,NA,NA,NA,NA,1.25,TRUE,"Female",0.810930216216329,TRUE,5,1,0,0,0,0,0,0,0,0,0,0,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,3
"1492",2247,"Female",59,"55-64","TAS",1,0,1,0,0,0,"iphone",3,3,3,3,2,2,2,3,3,4,5,"No","1 to 2 hours",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,61,NA,NA,NA,NA,NA,NA,NA,NA,1.01666666666667,TRUE,"Female",0.70144598337464,TRUE,2,0,0,0,0,0,0,0,0,0,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,3.75
"1493",2244,"Female",53,"45-54","QLD",1,1,1,0,0,0,"iphone",1,1,1,3,2,1,1,4,4,4,5,"No","1 to 2 hours",0,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,53,NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333,TRUE,"Female",0.63304325649024,TRUE,3,0,0,0,0,0,0,0,1,1,1,1,2,90,1,2,"overestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.42857142857143,4.25
"1494",2246,"Male",56,"55-64","QLD",1,0,0,0,0,0,"iphone",3,3,3,3,2,2,2,3,4,3,4,"No","2 to 3 hours",4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,245,NA,NA,NA,NA,NA,NA,NA,NA,4.08333333333333,FALSE,"Male",1.62596721438531,TRUE,1,0,0,0,0,0,0,0,0,1,0,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,3.5
"1495",2248,"Male",31,"25-34","QLD",1,0,1,1,0,0,"iphone",4,3,4,3,3,4,3,3,4,4,3,"No","2 to 3 hours",5,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,321,NA,NA,NA,NA,NA,NA,NA,NA,5.35,FALSE,"Male",1.8484548129046,TRUE,3,1,0,1,0,0,1,0,0,1,1,0,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.42857142857143,3.5
"1496",2249,"Male",27,"25-34","VIC",1,1,1,1,0,0,"android",5,4,4,5,5,5,5,5,5,4,3,"No","More than 4 hours",NA,NA,NA,3,9,4,23,1,27,2,1,1,44,2,53,1,14,0,3,FALSE,144.428571428571,189,263,87,121,104,173,74,144.428571428571,2.40714285714286,FALSE,"Male",1.22587406827904,FALSE,4,1,1,1,1,1,1,1,1,1,1,0,5,357,4,24,"overestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.71428571428571,4.25
"1498",2251,"Male",36,"35-44","SA",1,1,1,0,0,0,"android",5,5,5,5,5,5,5,4,4,5,4,"No","2 to 3 hours",NA,NA,NA,1,10,1,30,1,30,1,0,1,0,1,20,1,30,0,2,FALSE,77.1428571428571,70,90,90,60,60,80,90,77.1428571428571,1.28571428571429,FALSE,"Male",0.826678573184468,FALSE,3,1,1,1,1,1,1,1,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,4.25
"1499",2254,"Male",35,"35-44","NSW",1,0,1,1,1,0,"iphone",3,4,3,5,2,2,2,4,4,5,5,"No","2 to 3 hours",1,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,118,NA,NA,NA,NA,NA,NA,NA,NA,1.96666666666667,FALSE,"Male",1.08743898806998,TRUE,4,0,1,0,1,0,0,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4.5
"1500",2258,"Female",27,"25-34","QLD",1,0,1,0,0,0,"android",4,2,2,2,2,2,3,5,5,4,5,"No","2 to 3 hours",NA,NA,NA,1,45,2,0,0,50,1,50,1,20,0,45,1,6,0,4,FALSE,82.2857142857143,105,120,50,110,80,45,66,82.2857142857143,1.37142857142857,TRUE,"Female",0.863492546307184,FALSE,2,1,0,0,0,0,0,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,4.75
"1502",2260,"Female",30,"25-34","QLD",1,0,0,0,0,0,"iphone",3,4,3,2,2,1,1,3,3,2,4,"No","2 to 3 hours",4,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,262,NA,NA,NA,NA,NA,NA,NA,NA,4.36666666666667,TRUE,"Female",1.68020698332231,TRUE,1,0,1,0,0,0,0,0,0,0,0,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.28571428571429,3
"1503",2263,"Male",39,"35-44","NSW",1,0,1,1,0,0,"android",2,4,2,3,3,2,2,5,5,4,4,"No","1 to 2 hours",NA,NA,NA,0,18,0,12,0,21,0,29,0,28,0,23,0,22,0,4,FALSE,21.8571428571429,18,12,21,29,28,23,22,21.8571428571429,0.364285714285714,FALSE,"Male",0.310631005437326,FALSE,3,0,1,0,0,0,0,0,1,1,1,1,2,90,1,2,"overestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.57142857142857,4.5
"1505",2267,"Female",78,"65-120","WA",1,1,1,0,0,0,"iphone",4,2,1,1,1,2,1,4,3,4,5,"No","1 to 2 hours",1,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,105,NA,NA,NA,NA,NA,NA,NA,NA,1.75,TRUE,"Female",1.01160091167848,TRUE,3,1,0,0,0,0,0,0,1,0,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.71428571428571,4
"1506",2257,"Female",25,"25-34","VIC",1,1,1,1,0,0,"android",3,2,2,2,2,2,2,4,4,3,3,"No","3 to 4 hours",NA,NA,NA,8,49,3,23,4,21,5,28,5,25,6,40,5,14,0,3,FALSE,337.142857142857,529,203,261,328,325,400,314,337.142857142857,5.61904761904762,TRUE,"Female",1.88995149540727,FALSE,4,0,0,0,0,0,0,0,1,1,0,0,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,3.5
"1507",2268,"Female",73,"65-120","WA",1,0,1,0,0,0,"iphone",2,3,2,4,2,2,2,3,3,5,5,"No","Less than 1 hour",0,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,52,NA,NA,NA,NA,NA,NA,NA,NA,0.866666666666667,TRUE,"Female",0.624154309072994,TRUE,2,0,0,0,1,0,0,0,0,0,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,4
"1510",2272,"Female",51,"45-54","VIC",1,1,1,0,0,0,"android",2,3,3,3,2,2,2,3,2,3,3,"No","Less than 1 hour",NA,NA,NA,1,41,0,13,0,57,1,4,0,34,0,6,0,28,0,2,FALSE,43.2857142857143,101,13,57,64,34,6,28,43.2857142857143,0.721428571428571,TRUE,"Female",0.543154510881351,FALSE,3,0,0,0,0,0,0,0,0,0,0,0,1,30,0,1,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,2.75
"1511",2273,"Female",24,"18-24","NSW",1,1,0,1,0,0,"iphone",3,4,4,3,4,3,3,4,4,4,4,"No","3 to 4 hours",4,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,274,NA,NA,NA,NA,NA,NA,NA,NA,4.56666666666667,TRUE,"Female",1.7167964307546,TRUE,3,0,1,1,0,1,0,0,1,1,1,1,4,210,3,4,"underestimate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.42857142857143,4
"1512",2275,"Female",51,"45-54","SA",1,0,1,0,0,0,"android",1,2,2,1,1,1,2,4,5,3,4,"No","Less than 1 hour",NA,NA,NA,4,34,0,11,0,35,0,22,0,22,6,41,8,6,0,5,FALSE,178.714285714286,274,11,35,22,22,401,486,178.714285714286,2.97857142857143,TRUE,"Female",1.38092281731798,FALSE,2,0,0,0,0,0,0,0,1,1,0,1,1,30,0,1,"underestimate",FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.42857142857143,4
"1514",2276,"Female",39,"35-44","VIC",1,1,1,1,1,0,"iphone",3,2,2,4,2,2,2,4,5,4,4,"No","2 to 3 hours",3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,184,NA,NA,NA,NA,NA,NA,NA,NA,3.06666666666667,TRUE,"Female",1.4028236630711,TRUE,5,0,0,0,1,0,0,0,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.42857142857143,4.25
"1516",2281,"Male",39,"35-44","QLD",1,1,1,0,1,0,"iphone",1,1,1,1,1,1,1,5,5,4,4,"No","Less than 1 hour",0,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,47,NA,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,FALSE,"Male",0.578484272239805,TRUE,4,0,0,0,0,0,0,0,1,1,1,1,1,30,0,1,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4.5
"1517",2282,"Male",29,"25-34","NSW",1,1,1,1,1,0,"android",5,5,2,3,4,4,5,4,2,4,4,"No","More than 4 hours",NA,NA,NA,7,15,10,20,6,30,8,15,6,10,4,40,5,15,0,4,FALSE,415,435,620,390,495,370,280,315,415,6.91666666666667,FALSE,"Male",2.06897024181254,FALSE,5,1,1,0,0,1,1,1,1,0,1,1,5,357,4,24,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3.5
"1518",2284,"Female",43,"35-44","VIC",1,0,1,0,0,0,"iphone",2,3,2,2,2,1,2,4,4,4,5,"No","1 to 2 hours",1,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,105,NA,NA,NA,NA,NA,NA,NA,NA,1.75,TRUE,"Female",1.01160091167848,TRUE,2,0,0,0,0,0,0,0,1,1,1,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4.25
"1519",2285,"Female",21,"18-24","NSW",1,1,1,0,0,0,"iphone",2,4,2,2,2,1,2,4,4,2,5,"No","2 to 3 hours",2,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,165,NA,NA,NA,NA,NA,NA,NA,NA,2.75,TRUE,"Female",1.32175583998232,TRUE,3,0,1,0,0,0,0,0,1,1,0,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,3.75
"1520",2283,"Male",63,"55-64","ACT",1,1,1,1,0,0,"android",3,2,2,2,2,2,2,3,4,3,4,"No","1 to 2 hours",NA,NA,NA,1,37,2,3,1,46,1,26,2,18,1,51,1,36,0,3,FALSE,108.142857142857,97,123,106,86,138,111,96,108.142857142857,1.80238095238095,FALSE,"Male",1.03046939598286,FALSE,4,0,0,0,0,0,0,0,0,1,0,1,2,90,1,2,"accurate",FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.14285714285714,3.5
"1521",2292,"Female",61,"55-64","NSW",1,1,1,1,0,0,"iphone",3,3,2,3,3,2,4,5,5,5,4,"No","2 to 3 hours",2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,130,NA,NA,NA,NA,NA,NA,NA,NA,2.16666666666667,TRUE,"Female",1.15267950993839,TRUE,4,0,0,0,0,0,0,1,1,1,1,1,3,150,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.85714285714286,4.75
"1522",2296,"Female",18,"18-24","NSW",1,0,1,0,0,0,"iphone",4,3,3,2,2,4,4,5,4,4,2,"No","3 to 4 hours",3,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,223,NA,NA,NA,NA,NA,NA,NA,NA,3.71666666666667,TRUE,"Female",1.55110233542114,TRUE,2,1,0,0,0,0,1,1,1,1,1,0,4,210,3,4,"accurate",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.14285714285714,3.75
